longitude,latitude,newPlot
123.5512619,42.44602966,224
123.5568695,42.44176102,225
123.5453186,42.45396042,226
123.5511475,42.45238113,227
123.5406113,42.44189072,228
123.5506516,42.4428215,229
123.5500183,42.45716095,230
123.5334167,42.09577179,231
123.4830093,41.87791824,232
123.4457703,41.81283188,233
123.4769592,41.8914299,234
123.539238,42.44129944,235
123.4642181,42.49359894,236
123.5341415,42.43497086,237
123.5492096,42.44966888,238
123.5392532,42.45907974,239
123.5400696,42.00228882,240
123.4766693,41.85401154,241
123.549263,42.45034027,242
123.4481201,42.48986816,243
123.5518417,42.440979,244
123.5438232,42.44987106,245
123.560051,42.45108032,246
123.436348,42.48641968,247
123.5317078,41.9632988,248
123.4470367,42.50167847,249
123.4163818,42.28546906,250
123.4024124,42.27907944,251
123.5422287,42.43495178,252
123.4154205,41.80363083,253
123.318222,41.89696884,254
123.3894806,41.81341171,255
123.4712601,41.80279922,256
122.7451477,42.19039917,257
123.3720703,41.79911041,258
122.5491333,42.35128021,259
122.8788223,42.04098892,260
122.5167389,42.3719902,261
122.5376816,42.37062073,262
123.3815536,41.79856873,263
122.9195099,42.03261948,264
123.4138184,41.79597855,265
123.4130478,41.79536819,266
123.4102325,41.79447174,267
123.4533997,41.79098892,268
123.3628693,41.76919937,269
123.4081192,41.80641937,270
123.3614578,41.76667023,271
123.3764191,41.77386856,272
123.3492432,41.76873016,273
123.4019775,41.78142166,274
123.3847275,41.76959991,275
123.3942108,41.77685928,276
123.4346771,41.76557159,277
123.3776016,41.7694397,278
123.3262634,41.79748917,279
123.4065933,41.85773087,280
123.3664627,41.76753998,281
123.4030685,41.7986908,282
123.4502182,41.77291107,283
123.3155365,41.76620102,284
123.3481827,41.76536179,285
123.3940125,41.77256012,286
123.4309311,41.79019928,287
123.4181137,41.79104996,288
123.3142776,41.76586914,289
123.3256607,41.7711792,290
123.3421478,41.77145004,291
123.3325119,41.81990051,292
123.4028625,41.77616882,293
123.3968582,41.8028717,294
123.4536133,41.79661179,295
123.4051132,41.79402924,296
123.3370209,41.82825851,297
123.380127,41.76828003,298
123.6237869,42.17071915,299
123.4345474,41.81629181,300
123.4354477,41.82389832,301
123.4592972,41.79668045,302
123.4359512,41.82593155,303
123.4363098,41.81896973,304
123.4348373,41.81600189,305
123.4548798,41.80014038,306
123.4354401,41.8241806,307
123.454422,41.80472183,308
123.4369812,41.81771088,309
123.527153,42.09254074,310
123.4200516,41.84743118,311
123.4196777,41.8441391,312
123.43573,41.82846069,313
123.4186478,41.84656143,314
123.4198914,41.85242844,315
123.4148865,41.85251999,316
123.4208603,41.81906128,317
123.4206696,41.82857895,318
123.4684677,41.80929947,319
123.4600601,41.79861832,320
123.4599075,41.79985046,321
123.4510498,41.91876984,322
123.4627838,41.95598984,323
123.4263535,41.81867981,324
123.4563904,41.90901184,325
123.4658508,41.9552002,326
123.6631165,41.90634155,327
123.5547409,41.94411087,328
123.6205215,41.84529114,329
123.4274979,41.81919861,330
123.3498383,41.8263092,331
123.4207916,41.81219864,332
123.4286728,41.81935883,333
123.4610901,41.79938889,334
123.2917175,41.85375977,335
123.6168213,41.83940125,336
123.569931,41.82043076,337
123.6147003,41.86344147,338
123.5534897,41.82307053,339
123.5447998,41.81800079,340
123.4295883,41.81406021,341
123.6185837,41.84320831,342
123.4324036,41.81552887,343
123.4460373,41.80059814,344
123.4342117,41.94113159,345
123.4586716,41.95204926,346
123.5203018,41.81267929,347
123.40979,41.80258942,348
123.4117813,41.80295181,349
123.4022598,41.79708862,350
123.386528,41.80400848,351
123.394043,41.79904938,352
123.3817978,41.79629135,353
123.4023285,41.7983017,354
123.3846817,41.79840088,355
123.4041138,41.7967186,356
123.4246597,41.84859085,357
123.4152374,41.88574982,358
123.4717484,41.79951096,359
123.4013824,41.91791916,360
123.4085617,41.92082977,361
123.4035416,41.92454147,362
123.4087524,41.92951965,363
123.4144669,41.91923904,364
123.4175568,41.84672928,365
123.4331589,41.84371185,366
123.4103012,41.92798996,367
123.4076996,41.91476059,368
123.4164734,41.86935043,369
123.4009628,41.91902924,370
123.4669266,41.78964996,371
123.4175568,41.85667038,372
123.4080276,41.91123962,373
123.4030914,41.91810608,374
123.4093399,41.91552734,375
123.4404678,41.75371933,376
123.4191513,41.75864029,377
123.4098206,41.76158142,378
123.4162903,41.74272156,379
123.4422989,41.75917816,380
123.4172592,41.75402069,381
123.3903427,41.84566116,382
123.6128006,41.91992188,383
123.5381393,41.8143692,384
123.3982391,41.85168076,385
123.3870163,41.84881973,386
123.5636902,41.82130051,387
123.6223526,41.91783142,388
123.5677872,41.93626022,389
123.393837,41.82297134,390
123.6464767,41.89081955,391
123.5413132,41.81227112,392
123.5568008,41.93996811,393
123.6201782,41.9096489,394
123.4041595,41.81858826,395
123.4135284,41.82027817,396
123.4042511,41.80353928,397
123.4064331,41.81716919,398
123.4069672,41.80120087,399
123.4061966,41.80123901,400
122.7714081,41.54814148,401
122.7269135,41.51633072,402
122.7724075,41.51464081,403
122.7772369,41.51359177,404
122.7453766,41.53580856,405
123.2509003,41.7915802,406
123.2530518,41.79824066,407
123.3481064,41.80242157,408
122.7757568,41.51927948,409
122.7719193,41.52408981,410
122.7765121,41.52312088,411
122.757019,41.51089859,412
122.7354126,41.5146904,413
122.7342606,41.51079178,414
122.9533234,41.66001892,415
123.022522,41.69903183,416
122.7325897,41.52330017,417
122.7581863,41.54389191,418
122.7690811,41.51876068,419
122.7742615,41.51811981,420
122.7933578,41.542099,421
123.29879,41.79964828,422
122.6257172,42.09761047,423
123.2036438,41.78199005,424
123.2343063,41.78770828,425
122.65802,42.1137619,426
122.7557602,41.52416992,427
122.7282715,41.52038956,428
122.7401428,41.52555847,429
122.7662811,41.52230072,430
123.3353424,41.80545044,431
122.9327164,41.5591011,432
123.3324966,41.82276917,433
123.3931732,41.80286026,434
123.4225464,41.80387115,435
123.3919601,41.81158066,436
123.4014587,41.80643845,437
123.367691,41.8111496,438
123.339653,41.81502151,439
123.4299622,41.7955513,440
123.4120865,41.78800964,441
123.4083481,41.77854156,442
123.4022293,41.78134155,443
123.3952179,41.7841301,444
123.3726807,41.79486084,445
123.3826599,41.8101387,446
123.4663086,41.80532074,447
123.4268494,41.79563141,448
123.465683,41.80266953,449
123.4678802,41.80458069,450
123.3732986,41.79420853,451
123.3718033,41.79592896,452
123.4266968,41.79343033,453
123.4287415,41.79898834,454
123.3731918,41.79338837,455
123.4746933,41.79481125,456
123.4637909,41.81052017,457
123.4489136,41.80635071,458
123.3997421,41.79064178,459
123.3417969,41.66085815,460
123.3958817,41.79579926,461
123.3952179,41.79211044,462
123.3346634,41.66479874,463
123.3343735,41.67208099,464
123.3925018,41.80960083,465
123.3776627,41.72552872,466
123.3987808,41.79122162,467
123.3495331,41.66714859,468
123.3458176,41.6639595,469
123.3471069,41.66733932,470
123.3845367,41.54256058,471
123.4329834,41.81972885,472
123.4403229,41.8205986,473
123.3993683,41.75222015,474
123.3732529,41.66904831,475
123.3904877,41.83256912,476
123.2798462,41.77922058,477
123.3995667,41.80458832,478
123.348671,41.40481186,479
123.4019547,41.74487686,480
123.4026031,41.7406311,481
123.3261337,41.80942917,482
123.2885971,41.75391006,483
123.3926086,41.83023071,484
123.3572617,41.84912109,485
123.4195023,41.79898071,486
123.3983231,41.81044006,487
123.3806305,41.54835892,488
123.4219589,41.80764008,489
123.3486404,41.66754913,490
123.2778473,41.78396988,491
123.3675079,41.79407883,492
123.4228821,41.80553818,493
123.527092,41.82112885,494
123.4197617,41.82294846,495
123.4052505,41.81732178,496
123.5230331,41.8208313,497
123.5068283,41.81856155,498
123.470108,41.80852127,499
123.4500885,41.74700928,500
123.4353333,41.7365303,501
123.4234619,41.77199936,502
123.3646774,41.8122406,503
123.4402771,41.7974205,504
123.4684219,41.80614853,505
123.4723511,41.81412125,506
123.4117813,41.72259903,507
123.4380798,41.73965836,508
123.4532776,41.81713104,509
123.3579788,41.80804825,510
123.3525925,41.81206131,511
123.4288864,41.77196121,512
123.417511,41.82001114,513
123.4104309,41.81703186,514
123.3730774,41.82954025,515
123.4166107,41.82537079,516
123.4704819,41.80458832,517
123.449791,41.80157852,518
123.4834518,41.81864166,519
123.4685211,41.82378006,520
123.4367371,41.78224945,521
123.5091095,41.80796814,522
123.5079498,41.7985611,523
123.490387,41.820961,524
123.4284592,41.73984146,525
123.4459076,41.78593826,526
123.3968506,41.8096199,527
123.3436508,41.82538986,528
123.4546127,41.83404922,529
123.3816299,41.8310318,530
123.3805008,41.82862854,531
123.4437332,41.81024933,532
123.3764114,41.79084015,533
123.3641663,41.83003998,534
123.4357605,41.77159119,535
123.4115295,41.76802826,536
123.4448166,41.74306107,537
123.3511581,41.81327057,538
123.3412704,41.81267929,539
123.3953934,41.74097061,540
123.4089737,41.76647949,541
123.5416565,41.81560898,542
123.4944763,41.79679108,543
123.5070038,41.801651,544
123.5332718,41.81359863,545
123.4569016,41.82500839,546
123.3620377,41.8315506,547
123.4431534,41.81735992,548
123.4698181,41.81048965,549
123.4393463,41.81206894,550
123.5272903,41.80955887,551
123.5448608,41.82051086,552
123.3321991,41.81190109,553
123.3837128,41.78890991,554
123.4146423,41.71826172,555
123.3437576,41.8087883,556
123.4472733,41.78739929,557
123.4159088,41.83135986,558
123.4660721,41.70196915,559
123.4584198,41.7183609,560
123.4451218,41.74671936,561
123.4349365,41.7759819,562
123.4760666,41.73958969,563
123.4115906,41.8572197,564
123.4217682,41.82440948,565
123.4475479,41.7773819,566
123.2977524,41.66146088,567
123.37603,41.67359161,568
123.396553,41.74718094,569
123.407959,41.74264908,570
123.4550171,41.72201157,571
123.449028,41.79338074,572
123.4723511,41.74560928,573
123.3238373,41.65752029,574
123.4531174,41.81481171,575
123.4225235,41.82743073,576
123.442688,41.77848816,577
123.4452286,41.80406189,578
123.4788437,41.77415848,579
123.4748535,41.7714386,580
123.4604797,41.74869919,581
123.4679565,41.7714119,582
123.3951721,41.8614006,583
123.4353027,41.78435135,584
123.3639603,41.66891861,585
123.4877014,41.74132156,586
123.4378586,41.80459976,587
123.433609,41.76819992,588
123.4176178,41.85372162,589
123.4156494,41.73472977,590
123.3636703,41.67567825,591
123.4683838,41.77368164,592
123.4025497,41.80027008,593
123.3758926,41.67221069,594
123.3321228,41.65560913,595
123.4684906,41.74798965,596
123.4093323,41.73904037,597
123.2928391,41.66016006,598
123.3960419,41.80461121,599
123.4479599,41.79677963,600
123.4568787,41.81090164,601
123.4228363,41.81243134,602
123.429451,41.83892059,603
123.4649506,41.75138092,604
123.4323502,41.79656982,605
123.3593903,41.80435944,606
123.3785324,41.80574036,607
123.4581299,41.78070831,608
123.4540863,41.68320084,609
123.468399,41.70088959,610
123.4590988,41.78776169,611
123.5081863,41.83082962,612
123.3895187,41.82957077,613
123.4769897,41.81869888,614
123.4723587,41.80609894,615
123.3981323,41.84843826,616
123.4585495,41.78227997,617
123.3683319,41.80548096,618
123.338501,41.78116989,619
123.3425217,41.79898071,620
123.3360519,41.80081177,621
123.3326492,41.78289032,622
123.3315506,41.78979111,623
123.4141312,41.89191818,624
123.3465195,41.79853058,625
123.3698502,41.80355072,626
123.4427567,41.81018066,627
123.4399872,41.81465912,628
123.4697189,41.80329132,629
123.4649277,41.80207825,630
123.441658,41.81389999,631
123.4436264,41.81367111,632
123.4405975,41.81287003,633
123.3848801,41.81599045,634
123.3780212,41.8158493,635
123.4404373,41.81866837,636
123.4610901,41.81003189,637
123.4608994,41.8087883,638
123.4673386,41.80189896,639
123.4551086,41.8017807,640
122.6752625,41.52082062,641
123.3872375,41.81021118,642
123.4683304,41.80361176,643
123.4603577,41.83380127,644
123.4764099,41.82775116,645
123.4607391,41.80451965,646
123.4279633,41.80072021,647
123.4273224,41.80459976,648
123.4267578,41.80054855,649
123.4277267,41.8098793,650
123.4046021,41.84236145,651
123.3901596,41.82489014,652
123.3876038,41.82257843,653
123.389061,41.82654953,654
123.4087219,41.85224915,655
123.4101105,41.80524063,656
123.4113922,41.83663177,657
123.400322,41.82603073,658
123.4077377,41.83958817,659
123.3857422,41.82580185,660
123.4181671,41.81634903,661
123.4169998,41.81206894,662
123.3912964,41.86468887,663
123.4173279,41.85960007,664
123.4165497,41.7883606,665
123.4212189,41.79726028,666
123.4102478,41.80656052,667
123.3893738,41.79671097,668
123.3099976,41.76716995,669
123.3428116,41.77489853,670
123.3427887,41.7762413,671
123.3592834,41.78012085,672
123.3827209,41.7816391,673
123.3452911,41.7778511,674
123.4338303,41.77341843,675
123.4180069,41.8096199,676
123.4186935,41.85626984,677
123.3141098,41.77170181,678
123.3152695,41.76459885,679
123.3244171,41.76126862,680
123.3588409,41.77991104,681
123.3504333,41.70307922,682
122.8812714,41.14147186,683
123.3921814,41.78488922,684
123.2034988,41.37300873,685
123.3225174,41.52254868,686
123.4206696,41.81819916,687
123.3902664,41.80527878,688
123.3788223,41.85937119,689
123.3797531,41.86117172,690
123.3829803,41.86631012,691
123.371933,41.87068939,692
123.3753204,41.86518097,693
123.3583832,41.85480118,694
123.3622437,41.85683823,695
123.3519974,41.84735107,696
123.3065186,41.80070877,697
123.3214493,41.81682968,698
123.3024979,41.79103851,699
123.2993927,41.79048157,700
123.3268814,41.81354141,701
123.3581696,41.85779953,702
123.3698578,41.78266144,703
123.3635864,41.7950592,704
123.3935318,41.80329132,705
123.3742676,41.79042816,706
123.3877335,41.78232956,707
123.414093,41.86331177,708
123.4874725,41.80281067,709
123.3691483,41.76670837,710
123.3694382,41.77545929,711
123.3309326,41.8152504,712
123.3336182,41.76951981,713
123.3653107,41.83895874,714
123.3633804,41.78763962,715
123.3276978,41.82641983,716
123.3736496,41.81726837,717
123.4068375,41.81980896,718
123.3657303,41.79813004,719
123.363327,41.78472137,720
123.3624802,41.85189056,721
123.3005066,41.78953934,722
123.4992218,41.84148026,723
123.4277878,41.86291122,724
123.3915329,41.83559036,725
123.3623505,41.78538895,726
123.3054276,41.7975502,727
123.4327087,41.81156921,728
123.4253082,41.83148956,729
123.4207077,41.83255005,730
123.3667068,41.76823044,731
123.3686371,41.79207993,732
123.3521576,41.77743912,733
123.3530121,41.81489944,734
123.3052216,41.78585052,735
123.3201294,41.81035995,736
123.3200912,41.81504822,737
123.3241501,41.81502914,738
123.3050613,41.79481125,739
123.4949493,41.80358887,740
123.3664474,41.77165985,741
123.3602676,41.7938385,742
123.3667831,41.80855179,743
123.3683929,41.81520844,744
123.3548279,41.8058815,745
123.4031906,41.7634201,746
123.3514862,41.77460098,747
123.3163681,41.80162048,748
123.3303223,41.80522919,749
123.3664169,41.82369995,750
123.3583298,41.76795959,751
123.3745193,41.76560974,752
123.3812103,41.76419067,753
123.3765411,41.85784912,754
123.3685074,41.85895157,755
123.4021606,41.8132515,756
123.3980179,41.80838013,757
123.34655,41.83549881,758
123.3755112,41.83227158,759
123.406662,41.82329941,760
123.405571,41.81143188,761
123.3384399,41.82661057,762
123.3653717,41.78133011,763
123.3755569,41.80070877,764
123.3680878,41.8008194,765
123.3587799,41.79177856,766
123.3435516,41.75003815,767
123.4653778,41.77112961,768
123.3239517,41.81840897,769
123.3495178,41.79727936,770
123.4566269,41.74333954,771
123.4490967,41.735569,772
122.5482101,41.48950958,773
122.3787766,41.41452026,774
123.1221008,42.17063904,775
123.435463,42.46495819,776
123.5040512,42.11447906,777
123.5488968,42.46023178,778
123.3812485,41.77801895,779
123.4161987,42.43463898,780
123.41539,42.22533035,781
123.5389099,41.97134018,782
123.3942184,41.81533051,783
123.2398911,41.7985611,784
122.7583313,41.55583954,785
123.427948,41.75685883,786
123.4183426,42.38050842,787
123.4515305,41.73387146,788
123.075119,41.71997833,789
123.2728424,41.80149841,790
123.1767197,41.7659111,791
123.0549316,41.70753098,792
123.3950882,41.80569077,793
123.4513168,41.73693848,794
123.2966919,41.84577179,795
123.2387695,41.79053116,796
123.3599625,41.78884888,797
122.3518295,41.4070282,798
123.3695297,42.21958923,799
123.3128815,41.84870911,800
122.8493805,41.590271,801
123.4281998,42.18392944,802
123.5008469,42.49478912,803
123.4083099,42.2981987,804
123.4033737,41.81044006,805
123.3891907,41.78546906,806
123.4044189,41.79558945,807
123.3475418,41.81744003,808
123.419281,41.80438995,809
123.419899,41.8031311,810
123.3410721,41.42948151,811
123.3440704,41.42744827,812
123.3291702,41.43045044,813
123.3373184,41.42816162,814
123.3190002,41.4244194,815
123.3244705,41.42053986,816
123.3288193,41.42713165,817
123.3283386,41.60313034,818
123.334343,41.42295837,819
123.3324203,41.42446899,820
123.3695297,41.48500061,821
123.318512,41.65444946,822
123.3132935,41.43418884,823
123.2855835,41.82756042,824
123.3458405,41.43550873,825
123.331337,41.4194603,826
123.3839264,41.77677155,827
123.3196106,41.50096893,828
123.3996277,41.69952011,829
123.3380585,41.41878128,830
123.3195572,41.42761993,831
123.3068008,41.71073151,832
123.3042603,41.47729874,833
123.2888489,41.75759125,834
123.409668,41.90764999,835
123.4083481,41.94533157,836
123.3730469,41.96276855,837
123.478981,41.81678009,838
123.5685425,41.82757187,839
123.57444,41.81998825,840
123.7265015,41.8460083,841
123.6695099,41.81967926,842
123.448288,41.84667969,843
123.4403915,41.8403511,844
123.416748,41.86885834,845
123.4850006,41.80775833,846
123.4786377,41.80295944,847
123.4360733,41.85910034,848
123.4197464,41.78979111,849
123.6303635,41.81452942,850
123.3842392,41.96886063,851
123.4572906,41.89468002,852
123.5252533,41.8117485,853
123.4288483,41.83182907,854
123.4145203,41.96427917,855
123.4812469,41.82017899,856
123.4552994,41.83916855,857
123.4279709,41.83919907,858
123.3941574,41.95214844,859
123.3977737,41.97365952,860
123.4793472,41.82582092,861
123.4628983,41.87137985,862
123.4505234,41.84574127,863
123.4179611,41.83930969,864
123.5259476,41.8157196,865
123.451828,41.89543152,866
123.5575104,41.82154846,867
123.4701309,41.79745865,868
123.4298477,41.8325119,869
123.479393,41.80709839,870
123.4524918,41.84672928,871
123.4035721,41.79470062,872
122.5268631,41.48015976,873
122.7141266,41.53754044,874
122.8536682,41.60065842,875
122.8280487,41.08947372,876
123.3828506,41.74765015,877
123.3046265,41.4851799,878
123.3467178,41.71820068,879
123.3870926,41.78590775,880
122.8464127,41.11033249,881
123.2538681,41.74964142,882
123.2659378,41.73374939,883
123.3727036,41.79217911,884
123.0201569,41.98868179,885
123.0454865,41.98709106,886
123.276123,41.81254959,887
123.3644714,41.82093811,888
122.746582,42.17193985,889
123.2652969,41.76211929,890
123.2765427,41.7661705,891
122.8226318,42.07941055,892
123.3002396,41.84809113,893
123.3565674,41.78981018,894
123.4430923,41.82833099,895
123.3604813,41.79650879,896
123.3602676,41.82181168,897
122.8992233,42.02447891,898
122.434967,42.31402969,899
122.746582,42.16333008,900
123.389473,41.78527069,901
123.335289,41.80847168,902
123.2653732,41.74576187,903
123.446373,41.81908035,904
123.348053,41.87060928,905
123.2706833,41.75566864,906
123.2930527,41.7713089,907
123.4146271,41.80696106,908
123.4067993,41.78911972,909
123.4711914,41.80286026,910
123.4608994,41.80097961,911
123.4015503,41.79551315,912
123.4631805,41.80300903,913
123.4576111,41.80168915,914
123.3936234,41.79470062,915
123.3974915,41.79610062,916
123.4176865,41.87929916,917
123.415657,41.88222885,918
123.4079819,41.85531998,919
123.4162598,41.87363052,920
123.4155502,41.8914299,921
123.4530334,41.83821106,922
123.4077301,41.85924911,923
123.4131165,41.89707184,924
123.4529419,41.84072113,925
123.4273376,41.86240005,926
123.4067535,41.87255859,927
123.4026108,41.87118149,928
123.4130096,41.78722,929
123.4206772,41.81034851,930
123.410881,41.88734818,931
123.4194336,41.8767395,932
123.4154205,41.87474823,933
123.4176331,41.89228821,934
123.4144821,41.85269928,935
123.3224335,41.66716003,936
123.37323,41.68706894,937
123.3903275,41.77053833,938
123.3976364,41.7807312,939
122.5496826,41.42858887,940
123.3313904,41.66542053,941
122.3507919,41.40496826,942
123.1857224,41.76622009,943
123.3330765,41.67594147,944
123.4035263,41.72520828,945
123.3776932,41.68130112,946
123.4030914,41.92230988,947
123.2710266,41.79718018,948
123.3930588,41.6848793,949
123.023201,41.69311142,950
123.2919922,41.74863052,951
123.4068832,41.81591034,952
123.32547,41.67092896,953
123.3796463,41.86771011,954
123.4096832,41.87221909,955
123.5196075,42.05783844,956
123.5350113,41.99272919,957
123.4523087,41.78773117,958
123.4993668,42.20933914,959
123.3951416,41.8699913,960
123.4512634,41.78760147,961
123.5169373,42.03834915,962
123.448822,41.78836823,963
123.4618225,41.82878113,964
123.5402374,41.98572159,965
123.4101715,41.83824921,966
123.4012222,41.85905838,967
123.5242615,42.15690994,968
123.4802933,41.88142014,969
123.3726501,41.86489105,970
123.4596024,41.79330063,971
123.4843903,41.87826157,972
123.3443604,41.65753174,973
123.3312683,41.65755081,974
123.3318634,41.65655136,975
123.3468475,41.65766144,976
123.3428116,41.68109131,977
123.3383789,41.65644836,978
123.3279877,41.6520195,979
123.3482819,41.66563034,980
123.3453903,41.6604805,981
123.4007492,41.77653122,982
123.3662796,41.68146133,983
123.4005966,41.79119873,984
123.3639832,41.79962921,985
123.5816879,41.90238953,986
123.5275421,41.88887024,987
123.5231323,41.87916946,988
123.4805679,41.74568176,989
123.4889679,41.84614182,990
123.5079422,41.84804916,991
123.4428329,41.76472855,992
123.447731,41.75479889,993
123.9740524,42.02228928,994
123.4651871,41.7434082,995
123.5714417,41.90039825,996
123.5322495,41.89381027,997
123.4467316,41.75654984,998
123.4660263,41.74692154,999
123.4748001,41.85063171,1000
123.5571594,41.90639877,1001
123.5696487,41.90404892,1002
123.4576035,41.74568176,1003
