newPlot,cluster,usedTime,distance,speed
58,1,83.138,0.0,0.0
58,1,48.707,0.0,0.0
58,1,79.394,0.0,0.0
58,1,331.296,0.0,0.0
58,1,151.264,0.0,0.0
58,1,150.996,0.0,0.0
58,1,73.382,0.0,0.0
58,1,357.787,0.0,0.0
58,1,496.646,0.0,0.0
58,1,64.159,0.0,0.0
58,1,562.163,0.0,0.0
58,1,79.841,0.0,0.0
13,2,3752.275,781.6939370420046,0.2083253325094788
13,2,1454.08,0.0,0.0
64,2,629.838,788.1223850119085,1.2513096780631028
58,2,325.459,1240.163722874576,3.8105067700526827
58,2,128.867,0.0,0.0
58,2,441.312,0.0,0.0
58,2,318.057,0.0,0.0
58,2,61.083,0.0,0.0
58,2,417.29,0.0,0.0
58,2,325.061,0.0,0.0
13,2,1036.965,781.6939370420046,0.7538286606028214
13,2,49.854,0.0,0.0
13,2,80.613,0.0,0.0
13,2,126.732,0.0,0.0
13,2,311.46,0.0,0.0
13,2,44.719,0.0,0.0
13,2,57.291,0.0,0.0
58,2,758.926,781.6939370420046,1.0300002069266365
58,2,16.361,0.0,0.0
58,2,68.118,0.0,0.0
58,2,251.951,0.0,0.0
58,2,415.21,0.0,0.0
58,2,1023.723,0.0,0.0
58,2,42.287,0.0,0.0
58,2,568.04,0.0,0.0
13,2,165.942,781.6939370420046,4.7106455089248325
13,2,26.178,0.0,0.0
13,2,139.708,0.0,0.0
13,2,101.151,0.0,0.0
58,2,253.33,781.6939370420046,3.0856745629890048
58,2,27.981,0.0,0.0
13,2,351.677,781.6939370420046,2.222761047899079
13,2,119.612,0.0,0.0
13,2,283.524,0.0,0.0
13,2,137.618,0.0,0.0
13,2,59.378,0.0,0.0
13,2,274.69,0.0,0.0
13,2,25.165,0.0,0.0
13,2,1030.386,0.0,0.0
13,2,89.785,0.0,0.0
13,2,75.36,0.0,0.0
13,2,86.153,0.0,0.0
13,2,468.556,0.0,0.0
13,2,381.77,0.0,0.0
13,2,40.625,0.0,0.0
13,2,103.64,0.0,0.0
13,2,122.932,0.0,0.0
13,2,122.852,0.0,0.0
13,2,72.957,0.0,0.0
13,2,168.93,0.0,0.0
13,2,236.12,0.0,0.0
13,2,41.617,0.0,0.0
13,2,148.534,0.0,0.0
