longitude,latitude,plot
123.4109268,41.82249069,103
123.4132919,41.82429123,104
123.4301834,41.82373047,105
123.42874909999999,41.82312012,106
123.44277949999999,41.79285812,107
123.43646240000001,41.79341888,108
123.4385071,41.79291916,109
123.41359709999999,41.82078171,110
123.41336059999999,41.82601166,111
123.41336059999999,41.82601166,112
123.40944669999999,41.81962967,113
123.418869,41.79587936,114
123.42170719999999,41.80179977,115
123.41683959999999,41.82715988,116
123.4131699,41.81354904,117
123.4228973,41.82117081,118
123.44277949999999,41.79285812,119
123.41336820000001,41.81906128,120
123.44151310000001,41.79069901,121
123.41336059999999,41.82601166,122
123.4413986,41.79521179,123
123.40876770000001,41.82728958,124
123.4109268,41.82249069,125
123.41683959999999,41.82715988,126
123.41683959999999,41.82715988,127
123.4118118,41.82775879,128
123.415947,41.82638931,129
123.415947,41.82638931,130
123.41359709999999,41.82078171,131
123.4314499,41.79272842,132
123.4385071,41.79291916,133
123.41722109999999,41.8232193,134
123.4355469,41.81787872,135
123.42485049999999,41.80847931,136
123.418869,41.79587936,137
123.43215179999999,41.79225922,138
123.4131699,41.82835007,139
123.44529720000001,41.79330063,140
123.41359709999999,41.82078171,141
123.4364777,41.81536865,142
123.4435272,41.81632996,143
123.7440491,41.87060928,144
123.4362564,41.81409836,145
123.9822388,41.91376114,146
123.84249109999999,41.90208054,147
123.4362564,41.81409836,148
123.5701828,41.84872055,149
123.84249109999999,41.90208054,150
123.7372131,41.86552811,151
123.4362564,41.81409836,152
123.51294709999999,41.81296921,153
123.5773392,41.84096146,154
123.44982150000001,41.8127594,155
123.45134740000002,41.80987167,156
123.90718079999999,41.90761185,157
123.79701999999999,41.89694977,158
122.88963319999999,41.51470947,159
122.89608759999999,41.51839828,160
122.88963319999999,41.51470947,161
122.88963319999999,41.51470947,162
122.8947372,41.51762009,163
123.41198729999999,41.8078804,164
122.89608759999999,41.51839828,165
123.30343629999999,41.77828979,166
122.90679170000001,41.52077866,167
123.2350616,41.76229858,168
123.40065,41.79916,169
122.89608759999999,41.51839828,170
122.8741531,41.50146866,171
123.3013992,41.79296112,172
123.29720309999999,41.79404068,173
123.39877320000001,41.65663147,174
123.3872604,41.68149948,175
123.3922501,41.76182175,176
123.39682009999999,41.77841949,177
123.4054337,41.73435974,178
123.3297577,41.79167938,179
123.33554840000002,41.82492065,180
123.39877320000001,41.65663147,181
123.39877320000001,41.65663147,182
123.3975372,41.7638588,183
123.31198119999999,41.79444885,184
123.29720309999999,41.79404068,185
123.40747830000001,41.71160889,186
123.4003372,41.748909000000005,187
123.29720309999999,41.79404068,188
123.4100418,41.71696854,189
123.30883030000001,41.794849400000004,190
123.4054337,41.73435974,191
123.341301,41.83958817,192
123.4041824,41.78815842,193
123.4106903,41.80588913,194
123.38263700000002,41.67253876,195
123.34158329999998,41.83486938,196
123.39569850000001,41.66041946,197
123.3636017,41.76478958,198
122.8239136,42.01221848,199
123.33016200000002,41.81687927,200
123.4646378,41.80677032,201
123.45439909999999,41.80009079,202
123.4646378,41.80677032,203
123.46897129999999,41.83068848,204
123.46897129999999,41.83068848,205
123.4746933,41.83179855,206
123.4746933,41.83179855,207
123.4746933,41.83179855,208
122.83316040000001,42.01269913,209
122.81111909999998,42.01181029999999,210
123.4572067,41.81924057,211
123.38543700000001,41.76366043,212
123.21861270000001,41.87506866,213
123.3260727,41.78894043,214
123.4369736,41.81069946,215
123.42620090000001,41.81328964,216
123.24301909999998,41.85911942,217
123.33889769999999,41.77386856,218
123.33889769999999,41.77386856,219
123.451828,41.79811859,220
123.01329799999999,41.95848083,221
123.4638138,41.80162811,222
123.28807069999999,41.84394073,223
123.4638138,41.80162811,224
123.4589996,41.80213165,225
123.4533081,41.79941177,226
123.4639206,41.80471039,227
122.9420471,42.01485825,228
123.3680801,41.7646904,229
123.41198729999999,41.8078804,230
123.4639206,41.80471039,231
122.9983902,42.02111053,232
123.4670715,41.83361053,233
123.4128571,41.80469894,234
123.4128571,41.80469894,235
123.4106903,41.80588913,236
123.3436737,41.78839111,237
123.34884640000001,41.79114151,238
123.3471985,41.78953934,239
123.3480301,41.79275894,240
123.3436737,41.78839111,241
123.3436737,41.78839111,242
123.3501663,41.78908920000001,243
123.3462982,41.78725052,244
123.3501892,41.79389191,245
123.3480301,41.79275894,246
123.3831787,41.75664902,247
123.3879929,41.75057983,248
123.41596979999998,41.80778122,249
123.41670230000001,41.80054855,250
123.4153519,41.7809906,251
123.3471985,41.78953934,252
123.3493729,41.79272079,253
123.34884640000001,41.79114151,254
123.4054337,41.73435974,255
123.3501663,41.78908920000001,256
123.37169650000001,41.76863861,257
123.37169650000001,41.76863861,258
123.36055759999999,41.77761841,259
123.3501892,41.79389191,260
123.3879929,41.75057983,261
123.41683959999999,41.78324127,262
123.3501892,41.79389191,263
123.3456116,41.768428799999995,264
123.4342422,41.75323868,265
123.40621189999999,41.79008865,266
123.3912888,41.76742935,267
123.4266129,41.75957108,268
123.44393159999998,41.78248978,269
123.3462982,41.78725052,270
123.3501663,41.78908920000001,271
123.36293789999999,41.77523041,272
123.3988419,41.75511932,273
123.4291306,41.76118851,274
123.4003372,41.748909000000005,275
123.4137192,41.77326965,276
123.4176865,41.80654907,277
123.4003372,41.748909000000005,278
123.4268494,41.78609085,279
123.42220309999999,41.78456116,280
123.4685898,41.73131179999999,281
123.3501892,41.79389191,282
123.34684750000001,41.77386856,283
123.4014435,41.756721500000005,284
123.3988419,41.75511932,285
123.33889769999999,41.77386856,286
123.34884640000001,41.79114151,287
123.4236679,41.79983139,288
123.41407009999999,41.79787827,289
123.4003906,41.7820015,290
123.39669040000001,41.72800064,291
123.4266129,41.75957108,292
123.4166412,41.77536011,293
123.5041275,41.64099884,294
123.3549118,41.7796402,295
123.36293789999999,41.77523041,296
123.3783112,41.78226852,297
123.3831787,41.75664902,298
123.4340591,41.73952103,299
123.3377228,41.76914978,300
123.4130402,41.74742889,301
123.4277878,41.76531982,302
123.4256287,41.75188065,303
123.43174740000002,41.78593826,304
123.42214969999999,41.79954910000001,305
123.41426090000002,41.80113983,306
123.4086685,41.73022079,307
123.4417267,41.78430939,308
123.3834229,41.78184128,309
123.3565521,41.76601028,310
123.35494229999999,41.76934052,311
123.3389969,41.76615906,312
123.35279080000001,41.78551102,313
123.3509064,41.78245163,314
123.33889769999999,41.77386856,315
123.40943909999999,41.75185013,316
123.3471985,41.78953934,317
123.4248962,41.79085159,318
123.40036770000002,41.79526138,319
123.4268494,41.78609085,320
123.42707820000001,41.78303909,321
123.4277878,41.76531982,322
123.40621189999999,41.79008865,323
123.40036770000002,41.79526138,324
123.41931149999999,41.78630829,325
123.40036770000002,41.79526138,326
123.42214969999999,41.78771973,327
123.54470829999998,42.4447403,328
123.5373001,42.43714905,329
123.5512619,42.44602966,330
123.5568695,42.44176102,331
123.5453186,42.45396042,332
123.55114750000001,42.45238113,333
123.5406113,42.44189072,334
123.55065159999998,42.4428215,335
123.55001829999999,42.45716095,336
123.53341670000002,42.09577179,337
123.48300929999999,41.87791824,338
123.44577029999999,41.81283188,339
123.4369736,41.81069946,340
123.4769592,41.8914299,341
123.53923799999998,42.44129944,342
123.46421809999998,42.49359894,343
123.5341415,42.43497086,344
123.54920959999998,42.44966888,345
123.53925320000002,42.45907974,346
123.5400696,42.00228882,347
123.4766693,41.85401154,348
123.5512619,42.44602966,349
123.54920959999998,42.44966888,350
123.54926299999998,42.45034027,351
123.5453186,42.45396042,352
123.54926299999998,42.45034027,353
123.5512619,42.44602966,354
123.44812009999998,42.48986816,355
123.46421809999998,42.49359894,356
123.53923799999998,42.44129944,357
123.55184170000001,42.440979,358
123.5438232,42.44987106,359
123.5341415,42.43497086,360
123.560051,42.45108032,361
123.436348,42.48641968,362
123.53170779999999,41.9632988,363
123.44703670000001,42.50167847,364
123.4163818,42.28546906,365
123.4024124,42.27907944,366
123.5422287,42.43495178,367
123.40870670000001,41.80638123,368
123.4106903,41.80588913,369
123.41542050000001,41.80363083,370
123.31822199999999,41.89696884,371
123.38948059999998,41.81341171,372
123.47126010000001,41.80279922,373
122.74514769999999,42.19039917,374
123.3720703,41.79911041,375
122.54913329999998,42.35128021,376
123.41426090000002,41.80113983,377
122.8788223,42.04098892,378
122.5167389,42.3719902,379
122.53768159999998,42.37062073,380
123.38155359999999,41.79856873,381
122.91950990000002,42.03261948,382
123.41381840000001,41.79597855,383
123.41519170000001,41.79349136,384
123.41181950000001,41.79265976,385
123.41304779999999,41.79536819,386
123.41304779999999,41.79536819,387
123.41381840000001,41.79597855,388
123.41023249999999,41.79447174,389
123.40905,41.79639816,390
123.41023249999999,41.79447174,391
123.41023249999999,41.79447174,392
123.4128571,41.80469894,393
123.41542050000001,41.80363083,394
123.41381840000001,41.79597855,395
123.41381840000001,41.79597855,396
123.40872959999999,41.80886078,397
123.41519170000001,41.79349136,398
123.41519170000001,41.79349136,399
123.45339969999999,41.79098892,400
123.41519170000001,41.79349136,401
123.4041824,41.78815842,402
123.3628693,41.76919937,403
123.4081192,41.80641937,404
123.3614578,41.76667023,405
123.37641909999999,41.77386856,406
123.3628693,41.76919937,407
123.37169650000001,41.76863861,408
123.3492432,41.76873016,409
123.4248962,41.79085159,410
123.40036770000002,41.79526138,411
123.40905,41.79639816,412
123.3614578,41.76667023,413
123.40197749999999,41.78142166,414
123.3847275,41.76959991,415
123.4061203,41.79851151,416
123.39682009999999,41.77841949,417
123.3942108,41.77685928,418
123.3942108,41.77685928,419
123.4346771,41.76557159,420
123.37760159999998,41.76943970000001,421
123.3262634,41.79748917,422
123.4065933,41.85773087,423
123.40872959999999,41.80886078,424
123.4136581,41.81689835,425
123.40621189999999,41.79008865,426
123.36646270000001,41.76753998,427
123.3614578,41.76667023,428
123.4030685,41.7986908,429
123.45021820000001,41.77291107,430
123.3614578,41.76667023,431
123.3155365,41.76620102,432
123.3565521,41.76601028,433
123.34818270000001,41.76536179,434
123.3940125,41.77256012,435
123.4309311,41.79019928,436
123.4181137,41.79104996,437
123.31427759999998,41.76586914,438
123.32566070000001,41.7711792,439
123.34214779999999,41.77145004,440
123.3325119,41.81990051,441
123.3389969,41.76615906,442
123.4028625,41.77616882,443
123.3614578,41.76667023,444
123.4346771,41.76557159,445
123.3940125,41.77256012,446
123.3628693,41.76919937,447
123.3968582,41.8028717,448
123.45361329999999,41.79661179,449
123.4051132,41.79402924,450
123.3370209,41.82825851,451
123.380127,41.76828003,452
123.42707820000001,41.78303909,453
123.6237869,42.17071915,454
123.43454740000001,41.81629181,455
123.4354477,41.82389832,456
123.45929720000001,41.79668045,457
123.4301834,41.82373047,458
123.4359512,41.82593155,459
123.4363098,41.81896973,460
123.43454740000001,41.81629181,461
123.43483729999998,41.81600189,462
123.4548798,41.80014038,463
123.43544009999998,41.824180600000005,464
123.454422,41.80472183,465
123.454422,41.80472183,466
123.43698119999999,41.81771088,467
123.4355469,41.81787872,468
123.527153,42.09254074,469
123.4548798,41.80014038,470
123.42005159999998,41.84743118,471
123.4196777,41.8441391,472
123.42005159999998,41.84743118,473
123.43573,41.82846069,474
123.41864779999999,41.84656143,475
123.41864779999999,41.84656143,476
123.41989140000001,41.85242844,477
123.4148865,41.85251999,478
123.4196777,41.8441391,479
123.41864779999999,41.84656143,480
123.41217040000001,41.8152504,481
123.41864779999999,41.84656143,482
123.42086029999999,41.81906128,483
123.4206696,41.82857895,484
123.46846770000002,41.80929947,485
123.4600601,41.79861832,486
123.4599075,41.79985046,487
123.4600601,41.79861832,488
123.45134740000002,41.80987167,489
123.45104979999999,41.91876984,490
123.4627838,41.95598984,491
123.42635349999999,41.81867981,492
123.4563904,41.90901184,493
123.4658508,41.9552002,494
123.6631165,41.90634155,495
123.5547409,41.94411087,496
123.62052150000001,41.84529114,497
123.4274979,41.81919861,498
123.42635349999999,41.81867981,499
123.45929720000001,41.79668045,500
123.45929720000001,41.79668045,501
123.34983829999999,41.8263092,502
123.4207916,41.81219864,503
123.42635349999999,41.81867981,504
123.42867279999999,41.81935883,505
123.46109009999998,41.79938889,506
123.4533081,41.79941177,507
123.2917175,41.85375977,508
123.4600601,41.79861832,509
123.6168213,41.83940125,510
123.42086029999999,41.81906128,511
123.45439909999999,41.80009079,512
123.56993100000001,41.82043076,513
123.6147003,41.86344147,514
123.45929720000001,41.79668045,515
123.55348970000001,41.82307053,516
123.42867279999999,41.81935883,517
123.54479979999999,41.81800079,518
123.42958829999999,41.81406021,519
123.6185837,41.84320831,520
123.43240359999999,41.81552887,521
123.44603729999999,41.80059814,522
123.4342117,41.94113159,523
123.4586716,41.95204926,524
123.5203018,41.81267929,525
123.40978999999999,41.80258942,526
123.4117813,41.80295181,527
123.41198729999999,41.8078804,528
123.4022598,41.79708862,529
123.386528,41.80400848,530
123.4030685,41.7986908,531
123.4030685,41.7986908,532
123.394043,41.79904938,533
123.38179779999999,41.79629135,534
123.4023285,41.7983017,535
123.386528,41.80400848,536
123.3846817,41.79840088,537
123.4041138,41.7967186,538
123.4246597,41.84859085,539
123.41523740000001,41.88574982,540
123.4548798,41.80014038,541
123.47174840000002,41.79951096,542
123.4013824,41.91791916,543
123.4085617,41.92082977,544
123.4035416,41.92454147,545
123.4035416,41.92454147,546
123.4087524,41.92951965,547
123.4144669,41.91923904,548
123.4175568,41.84672928,549
123.43315890000001,41.84371185,550
123.4103012,41.92798996,551
123.4076996,41.91476059,552
123.47126010000001,41.80279922,553
123.41647340000002,41.86935043,554
123.4589996,41.80213165,555
123.4009628,41.91902924,556
123.451828,41.79811859,557
123.4638138,41.80162811,558
123.46692659999998,41.78964996,559
123.41647340000002,41.86935043,560
123.45439909999999,41.80009079,561
123.41647340000002,41.86935043,562
123.4035416,41.92454147,563
123.4175568,41.85667038,564
123.4009628,41.91902924,565
123.4035416,41.92454147,566
123.40802759999998,41.91123962,567
123.40309140000001,41.91810608,568
123.47126010000001,41.80279922,569
123.40933989999999,41.91552734,570
123.44046780000001,41.75371933,571
123.41915130000001,41.75864029,572
123.4014435,41.756721500000005,573
123.4098206,41.76158142,574
123.4162903,41.74272156,575
123.40621189999999,41.79008865,576
123.41915130000001,41.75864029,577
123.44229890000001,41.75917816,578
123.4014435,41.756721500000005,579
123.41725919999999,41.75402069,580
123.4098206,41.76158142,581
123.39034270000002,41.84566116,582
123.6128006,41.91992188,583
123.39034270000002,41.84566116,584
123.5381393,41.8143692,585
123.39823909999998,41.85168076,586
123.39823909999998,41.85168076,587
123.3870163,41.84881973,588
123.3870163,41.84881973,589
123.6128006,41.91992188,590
123.5636902,41.82130051,591
123.62235259999999,41.91783142,592
123.6631165,41.90634155,593
123.41217040000001,41.8152504,594
123.5677872,41.93626022,595
123.393837,41.82297134,596
123.6464767,41.89081955,597
123.5413132,41.81227112,598
123.39034270000002,41.84566116,599
123.55680079999999,41.93996811,600
123.62017820000001,41.9096489,601
123.40415949999999,41.81858826,602
123.39034270000002,41.84566116,603
123.4135284,41.82027817,604
123.41359709999999,41.82078171,605
123.4042511,41.80353928,606
123.40978999999999,41.80258942,607
123.4064331,41.81716919,608
123.4042511,41.80353928,609
123.4069672,41.80120087,610
123.41359709999999,41.82078171,611
123.4061966,41.80123901,612
123.4128571,41.80469894,613
123.4042511,41.80353928,614
123.4042511,41.80353928,615
123.41336820000001,41.81906128,616
122.7714081,41.54814148,617
122.7269135,41.51633072,618
122.7724075,41.51464081,619
122.77723689999999,41.51359177,620
122.74537659999999,41.53580856,621
123.2509003,41.791580200000006,622
123.2530518,41.79824066,623
123.3481064,41.80242157,624
122.7757568,41.51927948,625
122.7719193,41.52408981,626
122.7765121,41.52312088,627
122.757019,41.51089859,628
122.73541259999999,41.5146904,629
122.73426059999998,41.51079178,630
122.95332340000002,41.66001892,631
123.022522,41.69903183,632
122.7325897,41.52330017,633
122.75818629999999,41.54389191,634
122.7690811,41.51876068,635
122.7742615,41.51811981,636
122.7724075,41.51464081,637
122.7719193,41.52408981,638
122.7933578,41.542099,639
122.7757568,41.51927948,640
122.7719193,41.52408981,641
122.74537659999999,41.53580856,642
123.29879,41.79964828,643
123.3481064,41.80242157,644
122.6257172,42.09761047,645
123.4042511,41.80353928,646
123.20364380000001,41.78199005,647
123.23430630000001,41.78770828,648
122.65802,42.1137619,649
122.7557602,41.52416992,650
122.7282715,41.52038956,651
122.7401428,41.52555847,652
122.7662811,41.52230072,653
123.40978999999999,41.80258942,654
123.33534240000002,41.80545044,655
122.73426059999998,41.51079178,656
122.9327164,41.5591011,657
123.3968582,41.8028717,658
123.3325119,41.81990051,659
123.3324966,41.82276917,660
123.3931732,41.80286026,661
123.4030685,41.7986908,662
123.42254640000002,41.80387115,663
123.3968582,41.8028717,664
123.3919601,41.81158066,665
123.3325119,41.81990051,666
123.4014587,41.80643845,667
123.367691,41.81114960000001,668
123.3847275,41.76959991,669
123.339653,41.81502151,670
123.3968582,41.8028717,671
123.42996219999999,41.7955513,672
123.42996219999999,41.7955513,673
123.4120865,41.78800964,674
123.42996219999999,41.7955513,675
123.4083481,41.77854156,676
123.4022293,41.78134155,677
123.3952179,41.784130100000006,678
123.3726807,41.79486084,679
123.38265990000002,41.8101387,680
123.4639206,41.80471039,681
123.46630859999999,41.80532074,682
123.4268494,41.79563141,683
123.46568300000001,41.80266953,684
123.46568300000001,41.80266953,685
123.46788020000001,41.80458069,686
123.4638138,41.80162811,687
123.42996219999999,41.7955513,688
123.4638138,41.80162811,689
123.46568300000001,41.80266953,690
123.3732986,41.79420853,691
123.37180330000001,41.79592896,692
123.42669679999999,41.79343033,693
123.41667179999999,41.8102417,694
123.4287415,41.79898834,695
123.3731918,41.79338837,696
123.4746933,41.79481125,697
123.46568300000001,41.80266953,698
123.46379089999999,41.81052017,699
123.4489136,41.80635071,700
123.4161072,41.78958893,701
123.3731918,41.79338837,702
123.42996219999999,41.7955513,703
123.39974209999998,41.79064178,704
123.3417969,41.66085815,705
123.3958817,41.79579926,706
123.40036770000002,41.79272079,707
123.3952179,41.79211044,708
123.39974209999998,41.79064178,709
123.33466340000001,41.66479874,710
123.3417969,41.66085815,711
123.39974209999998,41.79064178,712
123.39974209999998,41.79064178,713
123.33437350000001,41.67208099,714
123.33466340000001,41.66479874,715
123.39250179999999,41.80960083,716
123.3417969,41.66085815,717
123.4014587,41.80643845,718
123.37766270000002,41.72552872,719
123.3417969,41.66085815,720
123.3987808,41.79122162,721
123.3942108,41.77685928,722
123.3495331,41.66714859,723
123.3458176,41.6639595,724
123.34710690000001,41.66733932,725
123.3458176,41.6639595,726
123.38453670000001,41.54256058,727
123.4329834,41.81972885,728
123.4403229,41.820598600000004,729
123.42867279999999,41.81935883,730
123.39936829999999,41.75222015,731
123.3458176,41.6639595,732
123.37325290000001,41.66904831,733
123.3458176,41.6639595,734
123.39048770000001,41.83256912,735
123.40065,41.79916,736
123.27984620000001,41.77922058,737
123.39956670000001,41.80458832,738
123.348671,41.40481186,739
123.4019547,41.74487686,740
123.4026031,41.7406311,741
123.3872604,41.68149948,742
123.3261337,41.80942917,743
123.28859709999999,41.75391006,744
123.3417969,41.66085815,745
123.39260859999999,41.83023071,746
123.35726170000001,41.84912109,747
123.4195023,41.79898071,748
123.40065,41.79916,749
123.39832309999998,41.81044006,750
123.42485049999999,41.80847931,751
123.3806305,41.54835892,752
123.42195890000002,41.80764008,753
123.34864040000001,41.66754913,754
123.2778473,41.78396988,755
123.4128571,41.80469894,756
123.36750790000002,41.79407883,757
123.42485049999999,41.80847931,758
123.4228821,41.80553818,759
123.527092,41.82112885,760
123.41976170000001,41.82294846,761
123.4052505,41.81732178,762
123.5230331,41.820831299999995,763
123.50682830000001,41.81856155,764
123.47010800000001,41.80852127,765
123.4500885,41.74700928,766
123.43533329999998,41.7365303,767
123.42346189999999,41.77199936,768
123.36467739999999,41.8122406,769
123.39913940000001,41.82085037,770
123.44027709999999,41.7974205,771
123.46842190000001,41.80614853,772
123.4723511,41.81412125,773
123.4117813,41.72259903,774
123.3872604,41.68149948,775
123.4380798,41.73965836,776
123.45327759999998,41.81713104,777
123.3579788,41.80804825,778
123.3942108,41.77685928,779
123.3525925,41.81206131,780
123.42888640000001,41.77196121,781
123.417511,41.82001114,782
123.40415949999999,41.81858826,783
123.41043090000001,41.81703186,784
123.40944669999999,41.81962967,785
123.3730774,41.82954025,786
123.4166107,41.82537079,787
123.47048190000001,41.80458832,788
123.55348970000001,41.82307053,789
123.44979099999999,41.80157852,790
123.4834518,41.81864166,791
123.46852109999999,41.82378006,792
123.4367371,41.78224945,793
123.5091095,41.80796814,794
123.50794979999999,41.7985611,795
123.47048190000001,41.80458832,796
123.49038700000001,41.820961,797
123.42845919999999,41.73984146,798
123.5230331,41.820831299999995,799
123.527092,41.82112885,800
123.44590759999998,41.78593826,801
123.39685060000001,41.809619899999994,802
123.34365079999999,41.82538986,803
123.34365079999999,41.82538986,804
123.45461270000001,41.83404922,805
123.38162990000001,41.8310318,806
123.3730774,41.82954025,807
123.3805008,41.82862854,808
123.4301834,41.82373047,809
123.4437332,41.81024933,810
123.37641140000001,41.79084015,811
123.3641663,41.83003998,812
123.393837,41.82297134,813
123.4357605,41.77159119,814
123.41152949999999,41.76802826,815
123.39913940000001,41.82085037,816
123.44982150000001,41.8127594,817
123.4448166,41.74306107,818
123.4489136,41.80635071,819
123.3511581,41.81327057,820
123.34127040000001,41.81267929,821
123.39539340000002,41.74097061,822
123.40897369999999,41.76647949,823
123.4132919,41.82429123,824
123.54165649999999,41.81560898,825
123.4944763,41.79679108,826
123.50700379999999,41.801651,827
123.5332718,41.81359863,828
123.45690159999998,41.82500839,829
123.36203770000002,41.8315506,830
123.4431534,41.81735992,831
123.44027709999999,41.7974205,832
123.4396362,41.80488968,833
123.4153519,41.7809906,834
123.386528,41.80400848,835
123.46981809999998,41.81048965,836
123.4393463,41.81206894,837
123.52729029999999,41.80955887,838
123.5448608,41.82051086,839
123.3321991,41.81190109,840
123.3837128,41.78890991,841
123.4146423,41.71826172,842
123.4380798,41.73965836,843
123.34375759999999,41.808788299999996,844
123.4472733,41.78739929,845
123.4159088,41.83135986,846
123.5332718,41.81359863,847
123.3805008,41.82862854,848
123.4146423,41.71826172,849
123.46607209999999,41.70196915,850
123.45841979999999,41.7183609,851
123.44512179999998,41.74671936,852
123.43493649999999,41.7759819,853
123.4760666,41.73958969,854
123.4572067,41.81924057,855
123.4115906,41.8572197,856
123.4217682,41.82440948,857
123.4475479,41.777381899999995,858
123.2977524,41.66146088,859
123.37603,41.67359161,860
123.396553,41.74718094,861
123.407959,41.74264908,862
123.45501709999999,41.72201157,863
123.4357605,41.77159119,864
123.449028,41.79338074,865
123.4723511,41.74560928,866
123.454422,41.80472183,867
123.3238373,41.65752029,868
123.4346771,41.76557159,869
123.45311740000001,41.81481171,870
123.42252350000001,41.82743073,871
123.44268799999999,41.77848816,872
123.44522859999998,41.80406189,873
123.4788437,41.77415848,874
123.4748535,41.7714386,875
123.46047970000001,41.74869919,876
123.4679565,41.771411900000004,877
123.3951721,41.861400599999996,878
123.4353027,41.78435135,879
123.36396029999999,41.66891861,880
123.4065933,41.85773087,881
123.48770139999999,41.74132156,882
123.4723511,41.74560928,883
123.4026031,41.7406311,884
123.36396029999999,41.66891861,885
123.2977524,41.66146088,886
123.43785859999998,41.80459976,887
123.433609,41.76819992,888
123.4176178,41.85372162,889
123.42086029999999,41.81906128,890
123.41564939999999,41.73472977,891
123.3636703,41.67567825,892
123.4683838,41.77368164,893
123.4025497,41.80027008,894
123.3758926,41.67221069,895
123.3321228,41.65560913,896
123.4268494,41.78609085,897
123.4684906,41.74798965,898
123.40933229999999,41.73904037,899
123.4054337,41.73435974,900
123.3238373,41.65752029,901
123.29283909999998,41.66016006,902
123.3960419,41.80461121,903
123.39539340000002,41.74097061,904
123.44795990000001,41.79677963,905
123.40036770000002,41.79272079,906
123.4568787,41.81090164,907
123.4069672,41.80120087,908
123.4788437,41.77415848,909
123.42707820000001,41.78303909,910
123.42283629999999,41.81243134,911
123.4413986,41.79521179,912
123.429451,41.83892059,913
123.4207916,41.81219864,914
123.4028625,41.77616882,915
123.46495060000001,41.75138092,916
123.43235020000002,41.79656982,917
123.35939029999999,41.80435944,918
123.3785324,41.80574036,919
123.4748535,41.7714386,920
123.45339969999999,41.79098892,921
123.45812990000002,41.78070831,922
123.45408629999999,41.68320084,923
123.468399,41.70088959,924
123.45909879999999,41.78776169,925
123.50818629999999,41.83082962,926
123.3895187,41.82957077,927
123.4769897,41.81869888,928
123.4723587,41.80609894,929
123.44229890000001,41.75917816,930
123.39813229999999,41.84843826,931
123.45854950000002,41.78227997,932
123.36833190000002,41.80548096,933
123.33850100000001,41.78116989,934
123.34252169999999,41.79898071,935
123.34252169999999,41.79898071,936
